datetime,location
3/24/1999,Hamamatsu
4/3/2000,Hamamatsu
3/26/2001,Hamamatsu
3/19/2002,Hamamatsu
3/24/2003,Hamamatsu
3/27/2004,Hamamatsu
4/2/2005,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
,Hamamatsu
3/25/1953,Shizuoka
3/27/1954,Shizuoka
3/26/1955,Shizuoka
3/28/1956,Shizuoka
4/1/1957,Shizuoka
3/25/1958,Shizuoka
3/20/1959,Shizuoka
3/24/1960,Shizuoka
3/31/1961,Shizuoka
4/2/1962,Shizuoka
3/30/1963,Shizuoka
4/1/1964,Shizuoka
4/1/1965,Shizuoka
3/19/1966,Shizuoka
3/28/1967,Shizuoka
3/29/1968,Shizuoka
3/29/1969,Shizuoka
4/2/1970,Shizuoka
3/29/1971,Shizuoka
3/27/1972,Shizuoka
3/29/1973,Shizuoka
3/29/1974,Shizuoka
3/30/1975,Shizuoka
3/23/1976,Shizuoka
3/22/1977,Shizuoka
4/6/1978,Shizuoka
3/29/1979,Shizuoka
3/31/1980,Shizuoka
3/26/1981,Shizuoka
3/23/1982,Shizuoka
4/3/1983,Shizuoka
4/6/1984,Shizuoka
3/28/1985,Shizuoka
3/30/1986,Shizuoka
3/26/1987,Shizuoka
4/3/1988,Shizuoka
3/21/1989,Shizuoka
3/20/1990,Shizuoka
3/31/1991,Shizuoka
3/24/1992,Shizuoka
3/30/1993,Shizuoka
4/2/1994,Shizuoka
4/1/1995,Shizuoka
3/26/1996,Shizuoka
3/22/1997,Shizuoka
3/21/1998,Shizuoka
3/21/1999,Shizuoka
3/30/2000,Shizuoka
3/23/2001,Shizuoka
3/15/2002,Shizuoka
3/21/2003,Shizuoka
3/18/2004,Shizuoka
3/29/2005,Shizuoka
3/17/2006,Shizuoka
3/24/2007,Shizuoka
3/22/2008,Shizuoka
3/19/2009,Shizuoka
3/17/2010,Shizuoka
3/20/2011,Shizuoka
3/24/2012,Shizuoka
3/17/2013,Shizuoka
3/24/2014,Shizuoka
3/22/2015,Shizuoka
3/27/2016,Shizuoka
4/2/2017,Shizuoka
3/18/2018,Shizuoka
3/28/2019,Shizuoka
3/27/2020,Shizuoka
3/20/2021,Shizuoka
3/21/2022,Shizuoka
3/26/1953,Tokyo Japan
3/26/1954,Tokyo Japan
3/24/1955,Tokyo Japan
3/26/1956,Tokyo Japan
4/2/1957,Tokyo Japan
3/30/1958,Tokyo Japan
3/24/1959,Tokyo Japan
3/23/1960,Tokyo Japan
4/1/1961,Tokyo Japan
4/1/1962,Tokyo Japan
4/1/1963,Tokyo Japan
4/2/1964,Tokyo Japan
4/2/1965,Tokyo Japan
3/20/1966,Tokyo Japan
3/30/1967,Tokyo Japan
3/29/1968,Tokyo Japan
4/6/1969,Tokyo Japan
4/7/1970,Tokyo Japan
3/30/1971,Tokyo Japan
3/28/1972,Tokyo Japan
3/31/1973,Tokyo Japan
4/2/1974,Tokyo Japan
3/29/1975,Tokyo Japan
3/22/1976,Tokyo Japan
3/22/1977,Tokyo Japan
3/31/1978,Tokyo Japan
3/23/1979,Tokyo Japan
3/31/1980,Tokyo Japan
3/26/1981,Tokyo Japan
3/23/1982,Tokyo Japan
3/31/1983,Tokyo Japan
4/11/1984,Tokyo Japan
4/3/1985,Tokyo Japan
4/3/1986,Tokyo Japan
3/23/1987,Tokyo Japan
4/2/1988,Tokyo Japan
3/20/1989,Tokyo Japan
3/20/1990,Tokyo Japan
3/30/1991,Tokyo Japan
3/24/1992,Tokyo Japan
3/24/1993,Tokyo Japan
3/31/1994,Tokyo Japan
3/31/1995,Tokyo Japan
3/31/1996,Tokyo Japan
3/21/1997,Tokyo Japan
3/27/1998,Tokyo Japan
3/24/1999,Tokyo Japan
3/30/2000,Tokyo Japan
3/23/2001,Tokyo Japan
3/16/2002,Tokyo Japan
3/27/2003,Tokyo Japan
3/18/2004,Tokyo Japan
3/31/2005,Tokyo Japan
3/21/2006,Tokyo Japan
3/20/2007,Tokyo Japan
3/22/2008,Tokyo Japan
3/21/2009,Tokyo Japan
3/22/2010,Tokyo Japan
3/28/2011,Tokyo Japan
3/31/2012,Tokyo Japan
3/16/2013,Tokyo Japan
3/25/2014,Tokyo Japan
3/23/2015,Tokyo Japan
3/21/2016,Tokyo Japan
3/21/2017,Tokyo Japan
3/17/2018,Tokyo Japan
3/21/2019,Tokyo Japan
3/14/2020,Tokyo Japan
3/14/2021,Tokyo Japan
3/20/2022,Tokyo Japan
3/22/1953,Owashi
3/26/1954,Owashi
3/21/1955,Owashi
3/28/1956,Owashi
4/5/1957,Owashi
3/28/1958,Owashi
3/18/1959,Owashi
3/28/1960,Owashi
3/28/1961,Owashi
4/2/1962,Owashi
4/1/1963,Owashi
4/3/1964,Owashi
4/7/1965,Owashi
3/22/1966,Owashi
3/27/1967,Owashi
3/30/1968,Owashi
4/1/1969,Owashi
4/5/1970,Owashi
3/28/1971,Owashi
3/29/1972,Owashi
3/30/1973,Owashi
3/27/1974,Owashi
3/31/1975,Owashi
3/26/1976,Owashi
3/24/1977,Owashi
4/5/1978,Owashi
3/31/1979,Owashi
3/30/1980,Owashi
3/26/1981,Owashi
3/23/1982,Owashi
4/3/1983,Owashi
4/5/1984,Owashi
3/29/1985,Owashi
3/30/1986,Owashi
3/28/1987,Owashi
3/30/1988,Owashi
3/17/1989,Owashi
3/20/1990,Owashi
3/29/1991,Owashi
3/25/1992,Owashi
3/27/1993,Owashi
4/2/1994,Owashi
3/31/1995,Owashi
3/27/1996,Owashi
3/27/1997,Owashi
3/26/1998,Owashi
3/22/1999,Owashi
3/31/2000,Owashi
3/26/2001,Owashi
3/20/2002,Owashi
3/22/2003,Owashi
3/28/2004,Owashi
4/2/2005,Owashi
3/23/2006,Owashi
3/23/2007,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
,Owashi
3/25/1953,Yokohama
3/26/1954,Yokohama
3/24/1955,Yokohama
3/28/1956,Yokohama
4/3/1957,Yokohama
3/25/1958,Yokohama
3/20/1959,Yokohama
3/21/1960,Yokohama
3/31/1961,Yokohama
3/29/1962,Yokohama
4/1/1963,Yokohama
4/4/1964,Yokohama
4/3/1965,Yokohama
3/19/1966,Yokohama
3/30/1967,Yokohama
3/29/1968,Yokohama
4/3/1969,Yokohama
4/4/1970,Yokohama
3/30/1971,Yokohama
3/28/1972,Yokohama
3/31/1973,Yokohama
4/1/1974,Yokohama
3/30/1975,Yokohama
3/25/1976,Yokohama
3/25/1977,Yokohama
4/5/1978,Yokohama
3/24/1979,Yokohama
4/1/1980,Yokohama
3/27/1981,Yokohama
3/23/1982,Yokohama
4/2/1983,Yokohama
4/10/1984,Yokohama
4/1/1985,Yokohama
4/2/1986,Yokohama
3/21/1987,Yokohama
4/2/1988,Yokohama
3/21/1989,Yokohama
3/18/1990,Yokohama
3/29/1991,Yokohama
3/23/1992,Yokohama
3/24/1993,Yokohama
4/1/1994,Yokohama
3/31/1995,Yokohama
3/29/1996,Yokohama
3/25/1997,Yokohama
3/28/1998,Yokohama
3/24/1999,Yokohama
3/29/2000,Yokohama
3/22/2001,Yokohama
3/15/2002,Yokohama
3/27/2003,Yokohama
3/18/2004,Yokohama
4/2/2005,Yokohama
3/21/2006,Yokohama
3/23/2007,Yokohama
3/23/2008,Yokohama
3/22/2009,Yokohama
3/22/2010,Yokohama
3/30/2011,Yokohama
4/2/2012,Yokohama
3/18/2013,Yokohama
3/25/2014,Yokohama
3/23/2015,Yokohama
3/23/2016,Yokohama
3/25/2017,Yokohama
3/19/2018,Yokohama
3/21/2019,Yokohama
3/18/2020,Yokohama
3/17/2021,Yokohama
3/21/2022,Yokohama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
4/1/1969,Tateyama
4/6/1970,Tateyama
3/30/1971,Tateyama
3/29/1972,Tateyama
3/31/1973,Tateyama
4/1/1974,Tateyama
4/2/1975,Tateyama
3/23/1976,Tateyama
3/23/1977,Tateyama
4/7/1978,Tateyama
3/31/1979,Tateyama
4/6/1980,Tateyama
4/1/1981,Tateyama
3/25/1982,Tateyama
4/6/1983,Tateyama
4/9/1984,Tateyama
4/3/1985,Tateyama
3/31/1986,Tateyama
3/25/1987,Tateyama
4/5/1988,Tateyama
3/25/1989,Tateyama
3/20/1990,Tateyama
4/3/1991,Tateyama
3/27/1992,Tateyama
4/2/1993,Tateyama
4/3/1994,Tateyama
4/5/1995,Tateyama
3/30/1996,Tateyama
3/30/1997,Tateyama
3/31/1998,Tateyama
3/30/1999,Tateyama
4/4/2000,Tateyama
3/25/2001,Tateyama
3/19/2002,Tateyama
3/27/2003,Tateyama
3/30/2004,Tateyama
4/3/2005,Tateyama
3/21/2006,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
,Tateyama
4/5/1953,Oshima
3/26/1954,Oshima
,Oshima
3/20/1956,Oshima
3/26/1957,Oshima
,Oshima
3/21/1959,Oshima
,Oshima
,Oshima
,Oshima
4/1/1963,Oshima
4/3/1964,Oshima
4/6/1965,Oshima
3/17/1966,Oshima
3/31/1967,Oshima
3/29/1968,Oshima
4/4/1969,Oshima
4/3/1970,Oshima
3/29/1971,Oshima
3/29/1972,Oshima
4/1/1973,Oshima
4/1/1974,Oshima
3/31/1975,Oshima
3/29/1976,Oshima
3/26/1977,Oshima
4/4/1978,Oshima
3/30/1979,Oshima
4/3/1980,Oshima
3/29/1981,Oshima
3/24/1982,Oshima
4/3/1983,Oshima
4/7/1984,Oshima
4/3/1985,Oshima
4/1/1986,Oshima
3/29/1987,Oshima
4/5/1988,Oshima
3/22/1989,Oshima
3/20/1990,Oshima
3/27/1991,Oshima
3/26/1992,Oshima
4/1/1993,Oshima
4/3/1994,Oshima
4/1/1995,Oshima
3/28/1996,Oshima
3/27/1997,Oshima
3/28/1998,Oshima
3/22/1999,Oshima
4/2/2000,Oshima
3/24/2001,Oshima
3/17/2002,Oshima
3/25/2003,Oshima
3/25/2004,Oshima
3/29/2005,Oshima
3/20/2006,Oshima
3/26/2007,Oshima
3/24/2008,Oshima
3/26/2009,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Oshima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
3/28/1965,Miyakejima
3/17/1966,Miyakejima
3/25/1967,Miyakejima
3/28/1968,Miyakejima
3/25/1969,Miyakejima
,Miyakejima
3/27/1971,Miyakejima
3/30/1972,Miyakejima
4/1/1973,Miyakejima
3/25/1974,Miyakejima
4/2/1975,Miyakejima
3/25/1976,Miyakejima
3/20/1977,Miyakejima
4/4/1978,Miyakejima
3/31/1979,Miyakejima
3/31/1980,Miyakejima
3/26/1981,Miyakejima
3/26/1982,Miyakejima
4/2/1983,Miyakejima
4/4/1984,Miyakejima
3/25/1985,Miyakejima
3/29/1986,Miyakejima
3/30/1987,Miyakejima
4/4/1988,Miyakejima
3/16/1989,Miyakejima
3/20/1990,Miyakejima
3/28/1991,Miyakejima
3/31/1992,Miyakejima
4/1/1993,Miyakejima
4/3/1994,Miyakejima
4/5/1995,Miyakejima
3/28/1996,Miyakejima
3/24/1997,Miyakejima
3/28/1998,Miyakejima
3/21/1999,Miyakejima
4/4/2000,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
,Miyakejima
3/27/1953,Hachijojima
4/3/1954,Hachijojima
3/21/1955,Hachijojima
3/28/1956,Hachijojima
4/2/1957,Hachijojima
4/4/1958,Hachijojima
4/1/1959,Hachijojima
4/3/1960,Hachijojima
4/1/1961,Hachijojima
4/2/1962,Hachijojima
4/1/1963,Hachijojima
4/5/1964,Hachijojima
4/7/1965,Hachijojima
3/28/1966,Hachijojima
3/28/1967,Hachijojima
3/25/1968,Hachijojima
4/23/1969,Hachijojima
4/6/1970,Hachijojima
4/2/1971,Hachijojima
4/15/1972,Hachijojima
4/7/1973,Hachijojima
3/30/1974,Hachijojima
4/7/1975,Hachijojima
3/26/1976,Hachijojima
3/26/1977,Hachijojima
4/8/1978,Hachijojima
4/15/1979,Hachijojima
4/4/1980,Hachijojima
3/25/1981,Hachijojima
3/29/1982,Hachijojima
4/6/1983,Hachijojima
4/2/1984,Hachijojima
3/28/1985,Hachijojima
3/27/1986,Hachijojima
4/9/1987,Hachijojima
4/3/1988,Hachijojima
3/29/1989,Hachijojima
3/30/1990,Hachijojima
4/3/1991,Hachijojima
3/30/1992,Hachijojima
4/9/1993,Hachijojima
4/4/1994,Hachijojima
4/2/1995,Hachijojima
3/23/1996,Hachijojima
3/30/1997,Hachijojima
4/1/1998,Hachijojima
3/26/1999,Hachijojima
4/6/2000,Hachijojima
3/29/2001,Hachijojima
3/28/2002,Hachijojima
3/28/2003,Hachijojima
3/26/2004,Hachijojima
4/8/2005,Hachijojima
3/19/2006,Hachijojima
4/13/2007,Hachijojima
3/30/2008,Hachijojima
4/4/2009,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
,Hachijojima
4/6/1953,Saigo
3/31/1954,Saigo
3/31/1955,Saigo
4/6/1956,Saigo
4/9/1957,Saigo
4/1/1958,Saigo
3/25/1959,Saigo
3/28/1960,Saigo
4/3/1961,Saigo
4/7/1962,Saigo
4/9/1963,Saigo
4/7/1964,Saigo
4/12/1965,Saigo
3/30/1966,Saigo
4/1/1967,Saigo
4/7/1968,Saigo
4/13/1969,Saigo
4/14/1970,Saigo
4/8/1971,Saigo
4/6/1972,Saigo
4/7/1973,Saigo
4/10/1974,Saigo
4/8/1975,Saigo
4/3/1976,Saigo
4/3/1977,Saigo
4/8/1978,Saigo
4/1/1979,Saigo
4/8/1980,Saigo
4/5/1981,Saigo
4/1/1982,Saigo
4/7/1983,Saigo
4/17/1984,Saigo
4/7/1985,Saigo
4/9/1986,Saigo
3/31/1987,Saigo
4/11/1988,Saigo
3/30/1989,Saigo
3/27/1990,Saigo
4/9/1991,Saigo
3/31/1992,Saigo
4/2/1993,Saigo
4/7/1994,Saigo
4/6/1995,Saigo
4/13/1996,Saigo
3/31/1997,Saigo
3/30/1998,Saigo
4/3/1999,Saigo
4/7/2000,Saigo
4/2/2001,Saigo
3/25/2002,Saigo
4/3/2003,Saigo
3/28/2004,Saigo
4/7/2005,Saigo
4/4/2006,Saigo
3/28/2007,Saigo
4/3/2008,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
,Saigo
4/2/1953,Matsue
3/31/1954,Matsue
3/29/1955,Matsue
4/5/1956,Matsue
4/10/1957,Matsue
4/5/1958,Matsue
3/27/1959,Matsue
3/29/1960,Matsue
4/1/1961,Matsue
4/5/1962,Matsue
4/10/1963,Matsue
4/5/1964,Matsue
4/12/1965,Matsue
3/28/1966,Matsue
3/31/1967,Matsue
4/5/1968,Matsue
4/10/1969,Matsue
4/9/1970,Matsue
4/6/1971,Matsue
4/4/1972,Matsue
4/1/1973,Matsue
4/6/1974,Matsue
4/7/1975,Matsue
4/2/1976,Matsue
4/1/1977,Matsue
4/8/1978,Matsue
3/31/1979,Matsue
4/3/1980,Matsue
4/4/1981,Matsue
3/30/1982,Matsue
4/6/1983,Matsue
4/13/1984,Matsue
4/5/1985,Matsue
4/7/1986,Matsue
3/30/1987,Matsue
4/10/1988,Matsue
3/28/1989,Matsue
3/24/1990,Matsue
4/7/1991,Matsue
3/30/1992,Matsue
4/1/1993,Matsue
4/5/1994,Matsue
4/3/1995,Matsue
4/6/1996,Matsue
3/28/1997,Matsue
3/26/1998,Matsue
3/29/1999,Matsue
4/2/2000,Matsue
3/26/2001,Matsue
3/22/2002,Matsue
3/31/2003,Matsue
3/21/2004,Matsue
4/5/2005,Matsue
3/28/2006,Matsue
3/26/2007,Matsue
4/1/2008,Matsue
3/22/2009,Matsue
3/22/2010,Matsue
4/6/2011,Matsue
4/6/2012,Matsue
3/23/2013,Matsue
3/27/2014,Matsue
3/29/2015,Matsue
3/23/2016,Matsue
4/1/2017,Matsue
3/26/2018,Matsue
3/26/2019,Matsue
3/23/2020,Matsue
3/14/2021,Matsue
3/26/2022,Matsue
,Yonago
4/5/1954,Yonago
3/27/1955,Yonago
4/7/1956,Yonago
4/10/1957,Yonago
4/4/1958,Yonago
3/26/1959,Yonago
3/29/1960,Yonago
4/1/1961,Yonago
4/5/1962,Yonago
4/5/1963,Yonago
4/3/1964,Yonago
4/13/1965,Yonago
3/29/1966,Yonago
4/1/1967,Yonago
4/4/1968,Yonago
4/9/1969,Yonago
4/9/1970,Yonago
4/5/1971,Yonago
3/31/1972,Yonago
3/31/1973,Yonago
4/5/1974,Yonago
4/6/1975,Yonago
3/31/1976,Yonago
3/31/1977,Yonago
4/8/1978,Yonago
3/31/1979,Yonago
4/5/1980,Yonago
4/3/1981,Yonago
3/30/1982,Yonago
4/5/1983,Yonago
4/14/1984,Yonago
4/4/1985,Yonago
4/8/1986,Yonago
3/30/1987,Yonago
4/11/1988,Yonago
3/29/1989,Yonago
3/24/1990,Yonago
4/5/1991,Yonago
3/31/1992,Yonago
4/1/1993,Yonago
4/5/1994,Yonago
4/4/1995,Yonago
4/6/1996,Yonago
3/28/1997,Yonago
3/27/1998,Yonago
3/27/1999,Yonago
4/3/2000,Yonago
3/25/2001,Yonago
3/20/2002,Yonago
3/30/2003,Yonago
3/21/2004,Yonago
4/4/2005,Yonago
4/1/2006,Yonago
3/25/2007,Yonago
3/31/2008,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
,Yonago
4/3/1953,Tottori
4/1/1954,Tottori
3/29/1955,Tottori
4/3/1956,Tottori
4/10/1957,Tottori
4/4/1958,Tottori
3/28/1959,Tottori
3/30/1960,Tottori
4/4/1961,Tottori
4/4/1962,Tottori
4/6/1963,Tottori
4/5/1964,Tottori
4/12/1965,Tottori
3/29/1966,Tottori
3/31/1967,Tottori
4/4/1968,Tottori
4/8/1969,Tottori
4/10/1970,Tottori
4/5/1971,Tottori
3/30/1972,Tottori
4/1/1973,Tottori
4/4/1974,Tottori
4/4/1975,Tottori
3/31/1976,Tottori
4/2/1977,Tottori
4/8/1978,Tottori
3/30/1979,Tottori
4/5/1980,Tottori
3/31/1981,Tottori
3/30/1982,Tottori
4/6/1983,Tottori
4/13/1984,Tottori
4/4/1985,Tottori
4/7/1986,Tottori
3/29/1987,Tottori
4/11/1988,Tottori
3/29/1989,Tottori
3/24/1990,Tottori
4/5/1991,Tottori
3/31/1992,Tottori
4/1/1993,Tottori
4/5/1994,Tottori
4/4/1995,Tottori
4/6/1996,Tottori
3/28/1997,Tottori
3/26/1998,Tottori
3/26/1999,Tottori
4/5/2000,Tottori
3/26/2001,Tottori
3/22/2002,Tottori
3/31/2003,Tottori
3/24/2004,Tottori
4/5/2005,Tottori
4/1/2006,Tottori
3/25/2007,Tottori
3/29/2008,Tottori
3/22/2009,Tottori
3/25/2010,Tottori
4/2/2011,Tottori
4/3/2012,Tottori
3/20/2013,Tottori
3/27/2014,Tottori
3/28/2015,Tottori
3/23/2016,Tottori
4/2/2017,Tottori
3/24/2018,Tottori
3/26/2019,Tottori
3/23/2020,Tottori
3/19/2021,Tottori
3/27/2022,Tottori
4/5/1953,Toyooka
4/2/1954,Toyooka
4/1/1955,Toyooka
4/5/1956,Toyooka
4/8/1957,Toyooka
4/5/1958,Toyooka
3/25/1959,Toyooka
3/29/1960,Toyooka
4/3/1961,Toyooka
4/7/1962,Toyooka
4/8/1963,Toyooka
4/4/1964,Toyooka
4/14/1965,Toyooka
4/1/1966,Toyooka
4/3/1967,Toyooka
4/6/1968,Toyooka
4/9/1969,Toyooka
4/14/1970,Toyooka
4/7/1971,Toyooka
4/2/1972,Toyooka
4/4/1973,Toyooka
4/7/1974,Toyooka
4/8/1975,Toyooka
4/3/1976,Toyooka
4/7/1977,Toyooka
4/10/1978,Toyooka
3/30/1979,Toyooka
4/5/1980,Toyooka
4/5/1981,Toyooka
3/31/1982,Toyooka
4/4/1983,Toyooka
4/16/1984,Toyooka
4/8/1985,Toyooka
4/10/1986,Toyooka
4/4/1987,Toyooka
4/13/1988,Toyooka
3/30/1989,Toyooka
3/28/1990,Toyooka
4/6/1991,Toyooka
4/2/1992,Toyooka
4/3/1993,Toyooka
4/6/1994,Toyooka
4/6/1995,Toyooka
4/9/1996,Toyooka
4/1/1997,Toyooka
3/28/1998,Toyooka
3/29/1999,Toyooka
4/8/2000,Toyooka
3/28/2001,Toyooka
3/26/2002,Toyooka
4/3/2003,Toyooka
3/28/2004,Toyooka
4/7/2005,Toyooka
4/4/2006,Toyooka
3/26/2007,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
,Toyooka
4/1/1953,Maizuru
3/30/1954,Maizuru
3/29/1955,Maizuru
3/31/1956,Maizuru
4/11/1957,Maizuru
4/4/1958,Maizuru
3/27/1959,Maizuru
3/30/1960,Maizuru
4/4/1961,Maizuru
4/3/1962,Maizuru
4/3/1963,Maizuru
4/5/1964,Maizuru
4/13/1965,Maizuru
4/2/1966,Maizuru
4/2/1967,Maizuru
4/6/1968,Maizuru
4/9/1969,Maizuru
4/14/1970,Maizuru
4/6/1971,Maizuru
3/31/1972,Maizuru
4/4/1973,Maizuru
4/7/1974,Maizuru
4/7/1975,Maizuru
4/4/1976,Maizuru
4/3/1977,Maizuru
4/10/1978,Maizuru
3/30/1979,Maizuru
4/6/1980,Maizuru
4/5/1981,Maizuru
3/30/1982,Maizuru
4/5/1983,Maizuru
4/16/1984,Maizuru
4/6/1985,Maizuru
4/9/1986,Maizuru
4/4/1987,Maizuru
4/12/1988,Maizuru
3/30/1989,Maizuru
3/26/1990,Maizuru
4/5/1991,Maizuru
3/31/1992,Maizuru
4/3/1993,Maizuru
4/6/1994,Maizuru
4/6/1995,Maizuru
4/9/1996,Maizuru
4/2/1997,Maizuru
3/28/1998,Maizuru
3/31/1999,Maizuru
4/10/2000,Maizuru
3/29/2001,Maizuru
3/25/2002,Maizuru
4/3/2003,Maizuru
3/27/2004,Maizuru
4/7/2005,Maizuru
4/5/2006,Maizuru
3/31/2007,Maizuru
4/2/2008,Maizuru
3/25/2009,Maizuru
3/27/2010,Maizuru
4/5/2011,Maizuru
4/9/2012,Maizuru
3/25/2013,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
,Maizuru
3/23/1953,Hamada
3/26/1954,Hamada
3/22/1955,Hamada
4/2/1956,Hamada
4/5/1957,Hamada
3/25/1958,Hamada
3/23/1959,Hamada
3/26/1960,Hamada
3/30/1961,Hamada
3/28/1962,Hamada
4/4/1963,Hamada
4/1/1964,Hamada
4/1/1965,Hamada
3/20/1966,Hamada
3/26/1967,Hamada
4/2/1968,Hamada
4/3/1969,Hamada
4/4/1970,Hamada
4/2/1971,Hamada
4/3/1972,Hamada
3/28/1973,Hamada
4/2/1974,Hamada
3/31/1975,Hamada
3/24/1976,Hamada
3/25/1977,Hamada
4/4/1978,Hamada
3/28/1979,Hamada
4/1/1980,Hamada
3/28/1981,Hamada
3/23/1982,Hamada
4/4/1983,Hamada
4/9/1984,Hamada
4/1/1985,Hamada
4/3/1986,Hamada
3/26/1987,Hamada
4/6/1988,Hamada
3/26/1989,Hamada
3/20/1990,Hamada
4/4/1991,Hamada
3/26/1992,Hamada
3/30/1993,Hamada
4/2/1994,Hamada
3/31/1995,Hamada
3/30/1996,Hamada
3/27/1997,Hamada
3/23/1998,Hamada
3/28/1999,Hamada
3/30/2000,Hamada
3/24/2001,Hamada
3/17/2002,Hamada
3/29/2003,Hamada
3/21/2004,Hamada
4/1/2005,Hamada
3/26/2006,Hamada
3/25/2007,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
,Hamada
4/5/1953,Kyoto
3/29/1954,Kyoto
3/28/1955,Kyoto
4/1/1956,Kyoto
4/7/1957,Kyoto
4/2/1958,Kyoto
3/23/1959,Kyoto
3/29/1960,Kyoto
3/31/1961,Kyoto
4/2/1962,Kyoto
4/4/1963,Kyoto
4/5/1964,Kyoto
4/9/1965,Kyoto
3/27/1966,Kyoto
4/1/1967,Kyoto
4/2/1968,Kyoto
4/7/1969,Kyoto
4/9/1970,Kyoto
4/1/1971,Kyoto
3/30/1972,Kyoto
4/1/1973,Kyoto
4/4/1974,Kyoto
4/4/1975,Kyoto
3/29/1976,Kyoto
3/29/1977,Kyoto
4/8/1978,Kyoto
3/31/1979,Kyoto
4/5/1980,Kyoto
3/30/1981,Kyoto
3/24/1982,Kyoto
4/2/1983,Kyoto
4/9/1984,Kyoto
4/2/1985,Kyoto
4/3/1986,Kyoto
3/27/1987,Kyoto
4/5/1988,Kyoto
3/24/1989,Kyoto
3/21/1990,Kyoto
3/30/1991,Kyoto
3/27/1992,Kyoto
3/28/1993,Kyoto
4/3/1994,Kyoto
3/31/1995,Kyoto
3/31/1996,Kyoto
3/26/1997,Kyoto
3/24/1998,Kyoto
3/25/1999,Kyoto
4/3/2000,Kyoto
3/24/2001,Kyoto
3/18/2002,Kyoto
3/28/2003,Kyoto
3/24/2004,Kyoto
4/2/2005,Kyoto
3/27/2006,Kyoto
3/25/2007,Kyoto
3/24/2008,Kyoto
3/19/2009,Kyoto
3/19/2010,Kyoto
3/28/2011,Kyoto
4/3/2012,Kyoto
3/22/2013,Kyoto
3/27/2014,Kyoto
3/27/2015,Kyoto
3/23/2016,Kyoto
3/31/2017,Kyoto
3/22/2018,Kyoto
3/27/2019,Kyoto
3/22/2020,Kyoto
3/16/2021,Kyoto
3/24/2022,Kyoto
4/5/1953,Hikone
3/31/1954,Hikone
3/31/1955,Hikone
4/5/1956,Hikone
4/10/1957,Hikone
4/5/1958,Hikone
3/29/1959,Hikone
3/31/1960,Hikone
4/4/1961,Hikone
4/5/1962,Hikone
4/5/1963,Hikone
4/6/1964,Hikone
4/15/1965,Hikone
4/5/1966,Hikone
4/3/1967,Hikone
4/6/1968,Hikone
4/7/1969,Hikone
4/11/1970,Hikone
4/3/1971,Hikone
3/31/1972,Hikone
4/2/1973,Hikone
4/8/1974,Hikone
4/6/1975,Hikone
4/2/1976,Hikone
4/5/1977,Hikone
4/9/1978,Hikone
4/2/1979,Hikone
